asset_path,asset_url,session_id,subject_id,session_date,session_time,mptp_status,related_publications,chamber_grid_ap_mm,chamber_grid_ml_mm,chamber_insertion_depth_mm,total_units,ptn_count,csn_count,other_neuron_count,neuron_projection_types,min_antidromic_latency_ms,max_antidromic_latency_ms,mean_antidromic_latency_ms,receptive_field_locations,total_antidromic_sweeps,has_frequency_following,frequency_following_sweep_count,has_collision,collision_sweep_count,antidromic_protocols,total_trials,flexion_trials,extension_trials,has_perturbation_trials,perturbation_trial_count,mean_peak_velocity,mean_movement_amplitude,mean_reaction_time,has_emg,has_lfp,has_isolation_monitoring_stim
sub-V/sub-V_ses-V++v1301++PreMPTP++Depth18200um++19990415_behavior+ecephys.nwb,https://dandiarchive.s3.amazonaws.com/blobs/8d2/7c6/8d27c6a9-95e8-4970-9aba-ccbdb63804ad?response-content-disposition=attachment%3B%20filename%3D%22sub-V_ses-V%2B%2Bv1301%2B%2BPreMPTP%2B%2BDepth18200um%2B%2B19990415_behavior%2Becephys.nwb%22&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAUBRWC5GAEKH3223E%2F20260122%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20260122T162205Z&X-Amz-Expires=21600&X-Amz-SignedHeaders=host&X-Amz-Signature=3784cedac698ce9f51d60ea9f362fdb6db02463882551da397e7708ea3f1e39a,V++v1301++PreMPTP++Depth18200um++19990415,V,1999-04-15,00:00:00,Pre-MPTP,https://doi.org/10.1093/cercor/bhq217; https://doi.org/10.3389/fnsys.2013.00098; https://doi.org/10.1093/brain/awv312,4.0,-5.0,18.2,1,0,1,0,corticostriatal_neuron,3.9,3.9,3.9,,31,True,9,True,22,Collision; FrequencyFollowing,12,6,6,True,6,132.99955101892192,0.6290940886566956,0.33216666666666633,True,False,False
sub-V/sub-V_ses-V++v1005++PreMPTP++Depth15880um++19990412_behavior+ecephys.nwb,https://dandiarchive.s3.amazonaws.com/blobs/f83/87e/f8387e25-4984-49e5-bddc-c9ff44345084?response-content-disposition=attachment%3B%20filename%3D%22sub-V_ses-V%2B%2Bv1005%2B%2BPreMPTP%2B%2BDepth15880um%2B%2B19990412_behavior%2Becephys.nwb%22&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAUBRWC5GAEKH3223E%2F20260122%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20260122T162209Z&X-Amz-Expires=21600&X-Amz-SignedHeaders=host&X-Amz-Signature=c2d634772fe9d792cb8e9df8e0336c9b64a26c9b8a0045de3ca1ed68da3a4bd2,V++v1005++PreMPTP++Depth15880um++19990412,V,1999-04-12,00:00:00,Pre-MPTP,https://doi.org/10.1093/cercor/bhq217; https://doi.org/10.3389/fnsys.2013.00098; https://doi.org/10.1093/brain/awv312,4.0,-6.0,15.88,1,0,0,1,no_response,,,,hand,0,False,0,False,0,,20,10,10,True,11,104.06824248045659,0.38410420825614755,0.37290000000000095,True,False,False
sub-V/sub-V_ses-V++v1302++PreMPTP++Depth18770um++19990415_behavior+ecephys.nwb,https://dandiarchive.s3.amazonaws.com/blobs/9ef/51c/9ef51c75-af79-4c4f-970f-0ded4f19714f?response-content-disposition=attachment%3B%20filename%3D%22sub-V_ses-V%2B%2Bv1302%2B%2BPreMPTP%2B%2BDepth18770um%2B%2B19990415_behavior%2Becephys.nwb%22&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAUBRWC5GAEKH3223E%2F20260122%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20260122T162213Z&X-Amz-Expires=21600&X-Amz-SignedHeaders=host&X-Amz-Signature=34d103acbca74341b33e4561faac3a8c831d1284217cb7e5468eb46f1911821b,V++v1302++PreMPTP++Depth18770um++19990415,V,1999-04-15,00:00:00,Pre-MPTP,https://doi.org/10.1093/cercor/bhq217; https://doi.org/10.3389/fnsys.2013.00098; https://doi.org/10.1093/brain/awv312,4.0,-5.0,18.77,1,1,0,0,pyramidal_tract_neuron,1.75,1.75,1.75,,30,True,10,True,20,Collision; FrequencyFollowing,20,10,10,True,14,128.0390051413549,-0.16257877421778452,0.2975,True,False,False
sub-V/sub-V_ses-V++v1303++PreMPTP++Depth18250um++19990415_behavior+ecephys.nwb,https://dandiarchive.s3.amazonaws.com/blobs/2ab/067/2ab067cf-29ed-4d03-b598-ddd91ab94e67?response-content-disposition=attachment%3B%20filename%3D%22sub-V_ses-V%2B%2Bv1303%2B%2BPreMPTP%2B%2BDepth18250um%2B%2B19990415_behavior%2Becephys.nwb%22&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAUBRWC5GAEKH3223E%2F20260122%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20260122T162217Z&X-Amz-Expires=21600&X-Amz-SignedHeaders=host&X-Amz-Signature=0dd918098596b6de1ab900804a50ee3106ff60f7b4aa2b569b9db1174ac5ea49,V++v1303++PreMPTP++Depth18250um++19990415,V,1999-04-15,00:00:00,Pre-MPTP,https://doi.org/10.1093/cercor/bhq217; https://doi.org/10.3389/fnsys.2013.00098; https://doi.org/10.1093/brain/awv312,4.0,-5.0,18.25,2,1,0,1,no_response; pyramidal_tract_neuron,1.4,1.4,1.4,hand,31,True,9,True,22,Collision; FrequencyFollowing,20,10,10,True,14,139.99535426033228,-0.07913863058854158,0.30014999999999986,True,False,False
sub-V/sub-V_ses-V++v1304++PreMPTP++Depth19350um++19990415_behavior+ecephys.nwb,https://dandiarchive.s3.amazonaws.com/blobs/0a0/6a4/0a06a48b-ed6f-4f72-80c6-7bfc65deb004?response-content-disposition=attachment%3B%20filename%3D%22sub-V_ses-V%2B%2Bv1304%2B%2BPreMPTP%2B%2BDepth19350um%2B%2B19990415_behavior%2Becephys.nwb%22&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAUBRWC5GAEKH3223E%2F20260122%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20260122T162221Z&X-Amz-Expires=21600&X-Amz-SignedHeaders=host&X-Amz-Signature=5c7117db90c0fb7cf9856fa4dfc822f6ff7133ab9ce4c75d642ea161abeb16d0,V++v1304++PreMPTP++Depth19350um++19990415,V,1999-04-15,00:00:00,Pre-MPTP,https://doi.org/10.1093/cercor/bhq217; https://doi.org/10.3389/fnsys.2013.00098; https://doi.org/10.1093/brain/awv312,4.0,-5.0,19.35,1,1,0,0,pyramidal_tract_neuron,2.75,2.75,2.75,hand,25,False,0,True,25,Collision,18,9,9,True,14,125.6336473031358,0.24815691772484705,0.31083333333333424,True,False,False
sub-V/sub-V_ses-V++v1305++PreMPTP++Depth18430um++19990415_behavior+ecephys.nwb,https://dandiarchive.s3.amazonaws.com/blobs/f74/bdf/f74bdf89-c725-49e3-b75f-e8bd050e0498?response-content-disposition=attachment%3B%20filename%3D%22sub-V_ses-V%2B%2Bv1305%2B%2BPreMPTP%2B%2BDepth18430um%2B%2B19990415_behavior%2Becephys.nwb%22&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAUBRWC5GAEKH3223E%2F20260122%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20260122T162225Z&X-Amz-Expires=21600&X-Amz-SignedHeaders=host&X-Amz-Signature=2c3e25a1da2ad938d8c531dde8eac92e910a71207349980a09427dc824ae336e,V++v1305++PreMPTP++Depth18430um++19990415,V,1999-04-15,00:00:00,Pre-MPTP,https://doi.org/10.1093/cercor/bhq217; https://doi.org/10.3389/fnsys.2013.00098; https://doi.org/10.1093/brain/awv312,4.0,-5.0,18.43,1,1,0,0,pyramidal_tract_neuron,1.35,1.35,1.35,,31,True,9,True,22,Collision; FrequencyFollowing,15,7,8,True,9,139.95382056807642,-1.8459893729203283,0.3142666666666684,True,False,False
sub-V/sub-V_ses-V++v1402++PreMPTP++Depth23700um++19990511_behavior+ecephys.nwb,https://dandiarchive.s3.amazonaws.com/blobs/1b7/153/1b7153fc-e302-4671-ae21-f3e9f708ba08?response-content-disposition=attachment%3B%20filename%3D%22sub-V_ses-V%2B%2Bv1402%2B%2BPreMPTP%2B%2BDepth23700um%2B%2B19990511_behavior%2Becephys.nwb%22&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAUBRWC5GAEKH3223E%2F20260122%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20260122T162229Z&X-Amz-Expires=21600&X-Amz-SignedHeaders=host&X-Amz-Signature=e62d2258d7db98de84fc02a295ed1cf9d3f5d2010997912e52e477eb8cd10f14,V++v1402++PreMPTP++Depth23700um++19990511,V,1999-05-11,00:00:00,Pre-MPTP,https://doi.org/10.1093/cercor/bhq217; https://doi.org/10.3389/fnsys.2013.00098; https://doi.org/10.1093/brain/awv312,2.0,-6.0,23.7,1,0,1,0,corticostriatal_neuron,3.3,3.3,3.3,hand,31,True,12,True,19,Collision; FrequencyFollowing,20,10,10,True,13,168.82635495711588,0.3182127691635417,0.364,True,False,False
sub-V/sub-V_ses-V++v1601++PreMPTP++Depth17800um++19990517_behavior+ecephys.nwb,https://dandiarchive.s3.amazonaws.com/blobs/318/fc1/318fc16a-5d2a-456a-b781-da6825b8f914?response-content-disposition=attachment%3B%20filename%3D%22sub-V_ses-V%2B%2Bv1601%2B%2BPreMPTP%2B%2BDepth17800um%2B%2B19990517_behavior%2Becephys.nwb%22&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAUBRWC5GAEKH3223E%2F20260122%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20260122T162234Z&X-Amz-Expires=21600&X-Amz-SignedHeaders=host&X-Amz-Signature=a93c93ebb20080adddeb25bd54a55fefbf3276a5d3d51f95f1da596ce159bb7e,V++v1601++PreMPTP++Depth17800um++19990517,V,1999-05-17,00:00:00,Pre-MPTP,https://doi.org/10.1093/cercor/bhq217; https://doi.org/10.3389/fnsys.2013.00098; https://doi.org/10.1093/brain/awv312,6.0,-4.0,17.8,1,1,0,0,pyramidal_tract_neuron,2.85,2.85,2.85,,62,True,31,True,31,Collision; FrequencyFollowing,20,10,10,True,13,145.74851322591354,-0.30120098990663047,0.3160499999999985,True,False,False
sub-V/sub-V_ses-V++v1401++PreMPTP++Depth22990um++19990511_behavior+ecephys.nwb,https://dandiarchive.s3.amazonaws.com/blobs/f5b/6da/f5b6da3c-6cd6-4b39-b943-8b3618e9e41a?response-content-disposition=attachment%3B%20filename%3D%22sub-V_ses-V%2B%2Bv1401%2B%2BPreMPTP%2B%2BDepth22990um%2B%2B19990511_behavior%2Becephys.nwb%22&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAUBRWC5GAEKH3223E%2F20260122%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20260122T162238Z&X-Amz-Expires=21600&X-Amz-SignedHeaders=host&X-Amz-Signature=5fa30253dc429374f435d451060a9eea86bda583f5f4507f2a6764941422cef9,V++v1401++PreMPTP++Depth22990um++19990511,V,1999-05-11,00:00:00,Pre-MPTP,https://doi.org/10.1093/cercor/bhq217; https://doi.org/10.3389/fnsys.2013.00098; https://doi.org/10.1093/brain/awv312,2.0,-6.0,22.99,1,0,1,0,corticostriatal_neuron,8.4,8.4,8.4,hand,31,True,10,True,21,Collision; FrequencyFollowing,20,10,10,True,11,161.44525268516517,0.8554416153931367,0.3668500000000026,True,False,False
sub-V/sub-V_ses-V++v1403++PreMPTP++Depth23270um++19990512_behavior+ecephys.nwb,https://dandiarchive.s3.amazonaws.com/blobs/a39/90d/a3990d44-fe63-4097-ae6e-038f7980e0b5?response-content-disposition=attachment%3B%20filename%3D%22sub-V_ses-V%2B%2Bv1403%2B%2BPreMPTP%2B%2BDepth23270um%2B%2B19990512_behavior%2Becephys.nwb%22&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAUBRWC5GAEKH3223E%2F20260122%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20260122T162244Z&X-Amz-Expires=21600&X-Amz-SignedHeaders=host&X-Amz-Signature=ceb83e926b847570dd37f7f4b5ccdb2d00c7d6c7ffeb41d755451c1e2ce9bbe0,V++v1403++PreMPTP++Depth23270um++19990512,V,1999-05-12,00:00:00,Pre-MPTP,https://doi.org/10.1093/cercor/bhq217; https://doi.org/10.3389/fnsys.2013.00098; https://doi.org/10.1093/brain/awv312,2.0,-6.0,23.27,1,1,0,0,pyramidal_tract_neuron,1.9,1.9,1.9,,31,True,11,True,20,Collision; FrequencyFollowing,16,8,8,True,10,176.17352346607817,0.49497163678614964,0.3313750000000024,True,False,False
sub-V/sub-V_ses-V++v1602++PreMPTP++Depth18000um++19990517_behavior+ecephys.nwb,https://dandiarchive.s3.amazonaws.com/blobs/ae8/f30/ae8f3012-7a53-4304-800f-dbeca739d80a?response-content-disposition=attachment%3B%20filename%3D%22sub-V_ses-V%2B%2Bv1602%2B%2BPreMPTP%2B%2BDepth18000um%2B%2B19990517_behavior%2Becephys.nwb%22&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAUBRWC5GAEKH3223E%2F20260122%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20260122T162248Z&X-Amz-Expires=21600&X-Amz-SignedHeaders=host&X-Amz-Signature=4e4aea3b7de732734770994198643aec80d7a6bbf712c05ae491d9138956ff2f,V++v1602++PreMPTP++Depth18000um++19990517,V,1999-05-17,00:00:00,Pre-MPTP,https://doi.org/10.1093/cercor/bhq217; https://doi.org/10.3389/fnsys.2013.00098; https://doi.org/10.1093/brain/awv312,6.0,-4.0,18.0,1,1,0,0,pyramidal_tract_neuron,3.15,3.15,3.15,,62,True,15,True,47,Collision; FrequencyFollowing,20,10,10,True,13,145.49482117382203,-0.39753120136320613,0.3273499999999993,True,False,False
sub-V/sub-V_ses-V++v1702++PreMPTP++Depth17500um++19990518_behavior+ecephys.nwb,https://dandiarchive.s3.amazonaws.com/blobs/820/660/8206607f-5b67-4115-826a-5310f5e99369?response-content-disposition=attachment%3B%20filename%3D%22sub-V_ses-V%2B%2Bv1702%2B%2BPreMPTP%2B%2BDepth17500um%2B%2B19990518_behavior%2Becephys.nwb%22&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAUBRWC5GAEKH3223E%2F20260122%2Fus-east-2%2Fs3%2Faws4_request&X-Amz-Date=20260122T162253Z&X-Amz-Expires=21600&X-Amz-SignedHeaders=host&X-Amz-Signature=c5045747a2a2a5a017f3703cc54971c5b091b7fa49b2630d15f25ecd24d98a09,V++v1702++PreMPTP++Depth17500um++19990518,V,1999-05-18,00:00:00,Pre-MPTP,https://doi.org/10.1093/cercor/bhq217; https://doi.org/10.3389/fnsys.2013.00098; https://doi.org/10.1093/brain/awv312,2.0,-4.0,17.5,1,1,0,0,pyramidal_tract_neuron,3.0,3.0,3.0,hand,62,True,31,True,31,Collision; FrequencyFollowing,20,10,10,True,13,147.07724893352767,0.8927762367608942,0.3213000000000019,True,False,False
